id;question;q1;r1;q2;r2;q3;r3;q4;r4
4941;O gráfico da função $f(x) = 18x - 44$ é:;Decrescente, pois o coeficiente b é negativo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE
4942;O gráfico da função $f(x) = -8x - 8$ é:;Decrescente, pois o coeficiente b é negativo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE
4943;O gráfico da função $f(x) = -2x - 86$ é:;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente b é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE
4944;O gráfico da função $f(x) = 5x + 13$ é:;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE;Crescente, pois o coeficiente b é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE
4945;O gráfico da função $f(x) = 15x - 37$ é:;Decrescente, pois o coeficiente b é negativo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE
4946;O gráfico da função $f(x) = -14x + 60$ é:;Crescente, pois o coeficiente b é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE
4947;O gráfico da função $f(x) = -12x + 42$ é:;Decrescente, pois o coeficiente a é negativo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente b é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE
4948;O gráfico da função $f(x) = 14x - 77$ é:;Crescente, pois o coeficiente a é positivo;TRUE;Decrescente, pois o coeficiente b é negativo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE
4949;O gráfico da função $f(x) = -14x + 87$ é:;Crescente, pois o coeficiente b é positivo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE;Decrescente, pois o coeficiente a é positivo;FALSE
4950;O gráfico da função $f(x) = x - 88$ é:;Crescente, pois o coeficiente a é positivo;TRUE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente b é negativo;FALSE
4951;O gráfico da função $f(x) = 18x + 21$ é:;Crescente, pois o coeficiente b é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE
4952;O gráfico da função $f(x) = 7x - 39$ é:;Decrescente, pois o coeficiente a é positivo;FALSE;Decrescente, pois o coeficiente b é negativo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE
4953;O gráfico da função $f(x) = -19x + 33$ é:;Decrescente, pois o coeficiente a é negativo;TRUE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente b é positivo;FALSE
4954;O gráfico da função $f(x) = -5x - 31$ é:;Decrescente, pois o coeficiente a é negativo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente b é negativo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE
4955;O gráfico da função $f(x) = -9x + 56$ é:;Crescente, pois o coeficiente b é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE
4956;O gráfico da função $f(x) = -8x - 34$ é:;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente b é negativo;FALSE
4957;O gráfico da função $f(x) = -4x - 75$ é:;Decrescente, pois o coeficiente b é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE
4958;O gráfico da função $f(x) = 15x - 74$ é:;Crescente, pois o coeficiente a é positivo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente b é negativo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE
4959;O gráfico da função $f(x) = 8x + 39$ é:;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente b é positivo;FALSE
4960;O gráfico da função $f(x) = -13x - 64$ é:;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE;Decrescente, pois o coeficiente b é negativo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE
4961;O gráfico da função $f(x) = 10x - 43$ é:;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente b é negativo;FALSE
4962;O gráfico da função $f(x) = 15x - 26$ é:;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente b é negativo;FALSE
4963;O gráfico da função $f(x) = -6x + 69$ é:;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE;Crescente, pois o coeficiente b é positivo;FALSE
4964;O gráfico da função $f(x) = -10x - 35$ é:;Decrescente, pois o coeficiente b é negativo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE
4965;O gráfico da função $f(x) = 2x - 65$ é:;Crescente, pois o coeficiente a é positivo;TRUE;Decrescente, pois o coeficiente b é negativo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE
4966;O gráfico da função $f(x) = 4x - 45$ é:;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE;Decrescente, pois o coeficiente b é negativo;FALSE
4967;O gráfico da função $f(x) = 9x - 1$ é:;Decrescente, pois o coeficiente b é negativo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE
4968;O gráfico da função $f(x) = 16x - 99$ é:;Decrescente, pois o coeficiente b é negativo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE
4969;O gráfico da função $f(x) = 8x - 36$ é:;Decrescente, pois o coeficiente b é negativo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE;Decrescente, pois o coeficiente a é positivo;FALSE
4970;O gráfico da função $f(x) = 6x + 12$ é:;Crescente, pois o coeficiente b é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE
4971;O gráfico da função $f(x) = 9x - 23$ é:;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE;Decrescente, pois o coeficiente b é negativo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE
4972;O gráfico da função $f(x) = 16x - 91$ é:;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE;Decrescente, pois o coeficiente a é positivo;FALSE;Decrescente, pois o coeficiente b é negativo;FALSE
4973;O gráfico da função $f(x) = -13x - 12$ é:;Decrescente, pois o coeficiente b é negativo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE
4974;O gráfico da função $f(x) = 20x - 97$ é:;Crescente, pois o coeficiente a é positivo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Decrescente, pois o coeficiente b é negativo;FALSE
4975;O gráfico da função $f(x) = -14x + 50$ é:;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE;Crescente, pois o coeficiente b é positivo;FALSE
4976;O gráfico da função $f(x) = -14x + 66$ é:;Decrescente, pois o coeficiente a é negativo;TRUE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente b é positivo;FALSE
4977;O gráfico da função $f(x) = 7x + 60$ é:;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente b é positivo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE;Decrescente, pois o coeficiente a é positivo;FALSE
4978;O gráfico da função $f(x) = -2x - 65$ é:;Decrescente, pois o coeficiente b é negativo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE
4979;O gráfico da função $f(x) = -11x + 51$ é:;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente b é positivo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE
4980;O gráfico da função $f(x) = 3x + 92$ é:;Decrescente, pois o coeficiente a é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente b é positivo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE
4981;O gráfico da função $f(x) = -10x - 59$ é:;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente b é negativo;FALSE
4982;O gráfico da função $f(x) = -3x + 34$ é:;Decrescente, pois o coeficiente a é negativo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente b é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE
4983;O gráfico da função $f(x) = 17x + 5$ é:;Decrescente, pois o coeficiente a é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente b é positivo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE
4984;O gráfico da função $f(x) = -x - 63$ é:;Decrescente, pois o coeficiente b é negativo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE
4985;O gráfico da função $f(x) = 12x + 84$ é:;Crescente, pois o coeficiente b é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE
4986;O gráfico da função $f(x) = -16x + 42$ é:;Crescente, pois o coeficiente b é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE
4987;O gráfico da função $f(x) = -17x - 92$ é:;Decrescente, pois o coeficiente a é negativo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente b é negativo;FALSE
4988;O gráfico da função $f(x) = 10x - 100$ é:;Crescente, pois o coeficiente a é positivo;TRUE;Decrescente, pois o coeficiente b é negativo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE
4989;O gráfico da função $f(x) = 19x - 54$ é:;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE;Decrescente, pois o coeficiente a é positivo;FALSE;Decrescente, pois o coeficiente b é negativo;FALSE
4990;O gráfico da função $f(x) = 2x - 19$ é:;Decrescente, pois o coeficiente b é negativo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE
4991;O gráfico da função $f(x) = 9x + 97$ é:;Decrescente, pois o coeficiente a é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE;Crescente, pois o coeficiente b é positivo;FALSE
4992;O gráfico da função $f(x) = -15x + 58$ é:;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente b é positivo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE
4993;O gráfico da função $f(x) = 19x - 44$ é:;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Decrescente, pois o coeficiente b é negativo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE
4994;O gráfico da função $f(x) = -5x + 29$ é:;Decrescente, pois o coeficiente a é negativo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente b é positivo;FALSE
4995;O gráfico da função $f(x) = 17x + 46$ é:;Decrescente, pois o coeficiente a é positivo;FALSE;Crescente, pois o coeficiente b é positivo;FALSE;Crescente, pois o coeficiente a é positivo;TRUE;Decrescente, pois o coeficiente a é positivo;FALSE
4996;O gráfico da função $f(x) = -12x - 78$ é:;Crescente, pois o coeficiente a é negativo;FALSE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente b é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE
4997;O gráfico da função $f(x) = -5x + 91$ é:;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE;Crescente, pois o coeficiente b é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE
4998;O gráfico da função $f(x) = 13x + 65$ é:;Crescente, pois o coeficiente a é positivo;TRUE;Crescente, pois o coeficiente b é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE;Decrescente, pois o coeficiente a é positivo;FALSE
4999;O gráfico da função $f(x) = -11x - 69$ é:;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente a é negativo;TRUE;Crescente, pois o coeficiente a é negativo;FALSE;Decrescente, pois o coeficiente b é negativo;FALSE
5000;Em algumas cidades você pode alugar um carro por 300,00 ao dia mais um adicional de 11,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 63 km.;714,00;FALSE;1003,00;FALSE;704,00;FALSE;993,00;TRUE
5001;Em algumas cidades você pode alugar um carro por 123,00 ao dia mais um adicional de 30,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 69 km.;2110,00;FALSE;2203,00;FALSE;2193,00;TRUE;2100,00;FALSE
5002;Em algumas cidades você pode alugar um carro por 138,00 ao dia mais um adicional de 17,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 79 km.;1360,00;FALSE;1370,00;FALSE;1481,00;TRUE;1491,00;FALSE
5003;Em algumas cidades você pode alugar um carro por 266,00 ao dia mais um adicional de 19,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 97 km.;1862,00;FALSE;2119,00;FALSE;1872,00;FALSE;2109,00;TRUE
5004;Em algumas cidades você pode alugar um carro por 170,00 ao dia mais um adicional de 20,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 52 km.;1220,00;FALSE;1210,00;TRUE;1070,00;FALSE;1060,00;FALSE
5005;Em algumas cidades você pode alugar um carro por 170,00 ao dia mais um adicional de 27,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 81 km.;2357,00;TRUE;2214,00;FALSE;2224,00;FALSE;2367,00;FALSE
5006;Em algumas cidades você pode alugar um carro por 121,00 ao dia mais um adicional de 23,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 75 km.;1846,00;TRUE;1856,00;FALSE;1748,00;FALSE;1758,00;FALSE
5007;Em algumas cidades você pode alugar um carro por 289,00 ao dia mais um adicional de 16,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 76 km.;1232,00;FALSE;1505,00;TRUE;1515,00;FALSE;1242,00;FALSE
5008;Em algumas cidades você pode alugar um carro por 210,00 ao dia mais um adicional de 10,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 64 km.;650,00;FALSE;850,00;TRUE;860,00;FALSE;660,00;FALSE
5009;Em algumas cidades você pode alugar um carro por 282,00 ao dia mais um adicional de 16,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 63 km.;1024,00;FALSE;1034,00;FALSE;1290,00;TRUE;1300,00;FALSE
5010;Em algumas cidades você pode alugar um carro por 247,00 ao dia mais um adicional de 27,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 89 km.;2430,00;FALSE;2650,00;TRUE;2440,00;FALSE;2660,00;FALSE
5011;Em algumas cidades você pode alugar um carro por 278,00 ao dia mais um adicional de 29,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 57 km.;1682,00;FALSE;1931,00;TRUE;1941,00;FALSE;1692,00;FALSE
5012;Em algumas cidades você pode alugar um carro por 162,00 ao dia mais um adicional de 27,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 58 km.;1603,00;FALSE;1728,00;TRUE;1738,00;FALSE;1593,00;FALSE
5013;Em algumas cidades você pode alugar um carro por 130,00 ao dia mais um adicional de 16,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 70 km.;1136,00;FALSE;1250,00;TRUE;1146,00;FALSE;1260,00;FALSE
5014;Em algumas cidades você pode alugar um carro por 227,00 ao dia mais um adicional de 26,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 69 km.;2021,00;TRUE;1830,00;FALSE;2031,00;FALSE;1820,00;FALSE
5015;Em algumas cidades você pode alugar um carro por 147,00 ao dia mais um adicional de 25,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 68 km.;1725,00;FALSE;1735,00;FALSE;1857,00;FALSE;1847,00;TRUE
5016;Em algumas cidades você pode alugar um carro por 168,00 ao dia mais um adicional de 26,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 57 km.;1650,00;TRUE;1508,00;FALSE;1518,00;FALSE;1660,00;FALSE
5017;Em algumas cidades você pode alugar um carro por 221,00 ao dia mais um adicional de 22,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 49 km.;1309,00;FALSE;1110,00;FALSE;1299,00;TRUE;1100,00;FALSE
5018;Em algumas cidades você pode alugar um carro por 177,00 ao dia mais um adicional de 11,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 59 km.;670,00;FALSE;826,00;TRUE;660,00;FALSE;836,00;FALSE
5019;Em algumas cidades você pode alugar um carro por 137,00 ao dia mais um adicional de 13,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 42 km.;693,00;FALSE;683,00;TRUE;569,00;FALSE;559,00;FALSE
5020;Em algumas cidades você pode alugar um carro por 172,00 ao dia mais um adicional de 14,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 99 km.;1558,00;TRUE;1410,00;FALSE;1400,00;FALSE;1568,00;FALSE
5021;Em algumas cidades você pode alugar um carro por 116,00 ao dia mais um adicional de 21,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 73 km.;1649,00;TRUE;1554,00;FALSE;1659,00;FALSE;1564,00;FALSE
5022;Em algumas cidades você pode alugar um carro por 236,00 ao dia mais um adicional de 16,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 42 km.;908,00;TRUE;698,00;FALSE;918,00;FALSE;688,00;FALSE
5023;Em algumas cidades você pode alugar um carro por 231,00 ao dia mais um adicional de 12,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 59 km.;949,00;FALSE;730,00;FALSE;939,00;TRUE;720,00;FALSE
5024;Em algumas cidades você pode alugar um carro por 133,00 ao dia mais um adicional de 14,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 34 km.;619,00;FALSE;609,00;TRUE;500,00;FALSE;490,00;FALSE
5025;Em algumas cidades você pode alugar um carro por 108,00 ao dia mais um adicional de 30,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 35 km.;1080,00;FALSE;1158,00;TRUE;1090,00;FALSE;1168,00;FALSE
5026;Em algumas cidades você pode alugar um carro por 223,00 ao dia mais um adicional de 10,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 46 km.;683,00;TRUE;470,00;FALSE;693,00;FALSE;480,00;FALSE
5027;Em algumas cidades você pode alugar um carro por 296,00 ao dia mais um adicional de 19,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 72 km.;1664,00;TRUE;1674,00;FALSE;1397,00;FALSE;1387,00;FALSE
5028;Em algumas cidades você pode alugar um carro por 267,00 ao dia mais um adicional de 14,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 92 km.;1302,00;FALSE;1312,00;FALSE;1555,00;TRUE;1565,00;FALSE
5029;Em algumas cidades você pode alugar um carro por 101,00 ao dia mais um adicional de 14,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 31 km.;458,00;FALSE;448,00;FALSE;545,00;FALSE;535,00;TRUE
5030;Em algumas cidades você pode alugar um carro por 213,00 ao dia mais um adicional de 11,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 55 km.;626,00;FALSE;828,00;FALSE;616,00;FALSE;818,00;TRUE
5031;Em algumas cidades você pode alugar um carro por 154,00 ao dia mais um adicional de 23,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 53 km.;1383,00;FALSE;1252,00;FALSE;1242,00;FALSE;1373,00;TRUE
5032;Em algumas cidades você pode alugar um carro por 260,00 ao dia mais um adicional de 22,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 46 km.;1044,00;FALSE;1272,00;TRUE;1282,00;FALSE;1034,00;FALSE
5033;Em algumas cidades você pode alugar um carro por 104,00 ao dia mais um adicional de 28,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 57 km.;1634,00;FALSE;1710,00;FALSE;1624,00;FALSE;1700,00;TRUE
5034;Em algumas cidades você pode alugar um carro por 189,00 ao dia mais um adicional de 12,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 83 km.;1185,00;TRUE;1018,00;FALSE;1195,00;FALSE;1008,00;FALSE
5035;Em algumas cidades você pode alugar um carro por 142,00 ao dia mais um adicional de 22,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 86 km.;2044,00;FALSE;2034,00;TRUE;1924,00;FALSE;1914,00;FALSE
5036;Em algumas cidades você pode alugar um carro por 237,00 ao dia mais um adicional de 13,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 75 km.;1222,00;FALSE;988,00;FALSE;1212,00;TRUE;998,00;FALSE
5037;Em algumas cidades você pode alugar um carro por 126,00 ao dia mais um adicional de 14,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 83 km.;1186,00;FALSE;1176,00;FALSE;1298,00;FALSE;1288,00;TRUE
5038;Em algumas cidades você pode alugar um carro por 181,00 ao dia mais um adicional de 26,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 87 km.;2443,00;TRUE;2288,00;FALSE;2298,00;FALSE;2453,00;FALSE
5039;Em algumas cidades você pode alugar um carro por 176,00 ao dia mais um adicional de 27,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 40 km.;1266,00;FALSE;1117,00;FALSE;1107,00;FALSE;1256,00;TRUE
5040;Em algumas cidades você pode alugar um carro por 104,00 ao dia mais um adicional de 13,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 95 km.;1349,00;FALSE;1248,00;FALSE;1258,00;FALSE;1339,00;TRUE
5041;Em algumas cidades você pode alugar um carro por 291,00 ao dia mais um adicional de 25,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 60 km.;1535,00;FALSE;1801,00;FALSE;1791,00;TRUE;1525,00;FALSE
5042;Em algumas cidades você pode alugar um carro por 207,00 ao dia mais um adicional de 17,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 43 km.;938,00;TRUE;758,00;FALSE;948,00;FALSE;748,00;FALSE
5043;Em algumas cidades você pode alugar um carro por 219,00 ao dia mais um adicional de 30,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 66 km.;2020,00;FALSE;2199,00;TRUE;2209,00;FALSE;2010,00;FALSE
5044;Em algumas cidades você pode alugar um carro por 128,00 ao dia mais um adicional de 30,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 79 km.;2410,00;FALSE;2498,00;TRUE;2508,00;FALSE;2400,00;FALSE
5045;Em algumas cidades você pode alugar um carro por 135,00 ao dia mais um adicional de 26,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 37 km.;988,00;FALSE;998,00;FALSE;1107,00;FALSE;1097,00;TRUE
5046;Em algumas cidades você pode alugar um carro por 294,00 ao dia mais um adicional de 14,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 62 km.;892,00;FALSE;882,00;FALSE;1162,00;TRUE;1172,00;FALSE
5047;Em algumas cidades você pode alugar um carro por 257,00 ao dia mais um adicional de 20,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 100 km.;2257,00;TRUE;2030,00;FALSE;2020,00;FALSE;2267,00;FALSE
5048;Em algumas cidades você pode alugar um carro por 173,00 ao dia mais um adicional de 22,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 31 km.;865,00;FALSE;714,00;FALSE;855,00;TRUE;704,00;FALSE
5049;Em algumas cidades você pode alugar um carro por 130,00 ao dia mais um adicional de 27,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 67 km.;1836,00;FALSE;1949,00;FALSE;1846,00;FALSE;1939,00;TRUE
5050;Em algumas cidades você pode alugar um carro por 225,00 ao dia mais um adicional de 28,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 100 km.;3025,00;TRUE;2838,00;FALSE;3035,00;FALSE;2828,00;FALSE
5051;Em algumas cidades você pode alugar um carro por 152,00 ao dia mais um adicional de 10,00 por quilômetro rodado. Qual o valor do preço a pagar se alugar por um dia e dirgi-lo por 52 km.;672,00;TRUE;540,00;FALSE;682,00;FALSE;530,00;FALSE
